,risk_category,state_name,county_name,census_tract_code
12574,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001002500
12575,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001012802
12578,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001012602
12579,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001012000
12580,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001012702
16003,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001010505
16004,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001013201
21897,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001000200
22930,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001001100
24414,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001013102
30786,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001013202
30999,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001010102
31629,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001001500
33793,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001000300
33794,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001012502
34345,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001001300
35123,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001011805
40103,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001010105
41008,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001001200
41303,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001012801
41728,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001010501
43781,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001010401
45767,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001002300
51776,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001010101
51777,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001010200
51779,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001001400
51780,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001002400
51833,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001012100
59043,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001013301
59044,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001013500
72793,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001011804
77197,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001010300
80935,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001011803
84890,Current Risk (FEMA High Risk),New Jersey,Atlantic,34001013101
20934,Current Risk (FEMA High Risk),New Hampshire,Rockingham,33015065005
22023,Current Risk (FEMA High Risk),New Hampshire,Rockingham,33015065008
22637,Current Risk (FEMA High Risk),Mississippi,Jackson,28059040902
9233,Current Risk (FEMA High Risk),Mississippi,Harrison,28047003002
19056,Current Risk (FEMA High Risk),Mississippi,Harrison,28047001600
19484,Current Risk (FEMA High Risk),Mississippi,Harrison,28047003104
25204,Current Risk (FEMA High Risk),Mississippi,Harrison,28047004000
77809,Current Risk (FEMA High Risk),Mississippi,Harrison,28047003600
4052,Current Risk (FEMA High Risk),Mississippi,Hancock,28045030302
78604,Current Risk (FEMA High Risk),Mississippi,Hancock,28045030400
53334,Current Risk (FEMA High Risk),Massachusetts,Suffolk,25025170302
67571,Current Risk (FEMA High Risk),Massachusetts,Suffolk,25025170400
67848,Current Risk (FEMA High Risk),Massachusetts,Suffolk,25025030301
33410,Current Risk (FEMA High Risk),Massachusetts,Plymouth,25023500104
50647,Current Risk (FEMA High Risk),Massachusetts,Plymouth,25023506203
67049,Current Risk (FEMA High Risk),Massachusetts,Plymouth,25023507104
45890,Current Risk (FEMA High Risk),Massachusetts,Essex,25009267103
45648,Current Risk (FEMA High Risk),Massachusetts,Dukes,25007200100
81261,Current Risk (FEMA High Risk),Massachusetts,Barnstable,25001012200
15737,Current Risk (FEMA High Risk),Maryland,Worcester,24047951700
15738,Current Risk (FEMA High Risk),Maryland,Worcester,24047950300
25650,Current Risk (FEMA High Risk),Maryland,Worcester,24047951500
56127,Current Risk (FEMA High Risk),Maryland,Worcester,24047950000
73412,Current Risk (FEMA High Risk),Maryland,Worcester,24047950100
75372,Current Risk (FEMA High Risk),Maryland,Worcester,24047950400
66968,Current Risk (FEMA High Risk),Maryland,Wicomico,24045010800
49653,Current Risk (FEMA High Risk),Maryland,Talbot,24041960900
49654,Current Risk (FEMA High Risk),Maryland,Talbot,24041960800
66510,Current Risk (FEMA High Risk),Maryland,Talbot,24041960600
67664,Current Risk (FEMA High Risk),Maryland,Talbot,24041960700
79298,Current Risk (FEMA High Risk),Maryland,Talbot,24041960201
50202,Current Risk (FEMA High Risk),Maryland,Somerset,24039930600
69559,Current Risk (FEMA High Risk),Maryland,Somerset,24039930800
71093,Current Risk (FEMA High Risk),Maryland,Somerset,24039930200
75190,Current Risk (FEMA High Risk),Maryland,Somerset,24039930500
18155,Current Risk (FEMA High Risk),Maryland,Queen Anne's,24035810800
22078,Current Risk (FEMA High Risk),Maryland,Queen Anne's,24035811000
26853,Current Risk (FEMA High Risk),Maryland,Queen Anne's,24035810700
27357,Current Risk (FEMA High Risk),Maryland,Queen Anne's,24035810901
75574,Current Risk (FEMA High Risk),Maryland,Queen Anne's,24035810600
53038,Current Risk (FEMA High Risk),Maryland,Kent,24029950300
53039,Current Risk (FEMA High Risk),Maryland,Kent,24029950500
69770,Current Risk (FEMA High Risk),Maryland,Kent,24029950400
42851,Current Risk (FEMA High Risk),Maryland,Dorchester,24019970900
56128,Current Risk (FEMA High Risk),Maryland,Dorchester,24019970702
56129,Current Risk (FEMA High Risk),Maryland,Dorchester,24019970804
41513,Current Risk (FEMA High Risk),Maryland,Cecil,24015030907
69511,Current Risk (FEMA High Risk),Maryland,Cecil,24015030200
27815,Current Risk (FEMA High Risk),Maryland,Calvert,24009860801
36796,Current Risk (FEMA High Risk),Maryland,Calvert,24009860901
74971,Current Risk (FEMA High Risk),Maryland,Calvert,24009860404
5433,Current Risk (FEMA High Risk),Maryland,Anne Arundel,24003707001
9920,Current Risk (FEMA High Risk),Maryland,Anne Arundel,24003701202
42860,Current Risk (FEMA High Risk),Maryland,Anne Arundel,24003702602
53609,Current Risk (FEMA High Risk),Maryland,Anne Arundel,24003731303
79553,Current Risk (FEMA High Risk),Maryland,Anne Arundel,24003707002
83944,Current Risk (FEMA High Risk),Maryland,Anne Arundel,24003731306
84422,Current Risk (FEMA High Risk),Maryland,Anne Arundel,24003706302
34510,Current Risk (FEMA High Risk),Maine,York,23031034005
79133,Current Risk (FEMA High Risk),Maine,York,23031027000
53643,Current Risk (FEMA High Risk),Maine,Washington,23029956300
19088,Current Risk (FEMA High Risk),Maine,Waldo,23027043000
61726,Current Risk (FEMA High Risk),Maine,Waldo,23027044000
80531,Current Risk (FEMA High Risk),Maine,Lincoln,23015976200
40362,Current Risk (FEMA High Risk),Maine,Hancock,23009966600
55604,Current Risk (FEMA High Risk),Maine,Hancock,23009966700
68091,Current Risk (FEMA High Risk),Maine,Hancock,23009965900
50002,Current Risk (FEMA High Risk),Louisiana,Terrebonne Parish,22109001002
58226,Current Risk (FEMA High Risk),Louisiana,Terrebonne Parish,22109001202
75891,Current Risk (FEMA High Risk),Louisiana,Terrebonne Parish,22109001100
80878,Current Risk (FEMA High Risk),Louisiana,Terrebonne Parish,22109001201
32716,Current Risk (FEMA High Risk),Louisiana,St. Tammany Parish,22103041202
45587,Current Risk (FEMA High Risk),Louisiana,St. Tammany Parish,22103041104
80013,Current Risk (FEMA High Risk),Louisiana,St. Tammany Parish,22103040807
12909,Current Risk (FEMA High Risk),Louisiana,St. Mary Parish,22101041100
36315,Current Risk (FEMA High Risk),Louisiana,St. Mary Parish,22101040100
70237,Current Risk (FEMA High Risk),Louisiana,St. Mary Parish,22101040900
42800,Current Risk (FEMA High Risk),Louisiana,St. Bernard Parish,22087030105
70106,Current Risk (FEMA High Risk),Louisiana,Plaquemines Parish,22075050100
70253,Current Risk (FEMA High Risk),Louisiana,Plaquemines Parish,22075050400
73905,Current Risk (FEMA High Risk),Louisiana,Plaquemines Parish,22075050800
70118,Current Risk (FEMA High Risk),Louisiana,Orleans Parish,22071001758
36793,Current Risk (FEMA High Risk),Louisiana,Lafourche Parish,22057021101
52367,Current Risk (FEMA High Risk),Louisiana,Lafourche Parish,22057020704
61388,Current Risk (FEMA High Risk),Louisiana,Lafourche Parish,22057020800
61391,Current Risk (FEMA High Risk),Louisiana,Lafourche Parish,22057021200
44119,Current Risk (FEMA High Risk),Louisiana,Jefferson Parish,22051027904
46975,Current Risk (FEMA High Risk),Louisiana,Jefferson Parish,22051027903
24221,Current Risk (FEMA High Risk),Florida,Volusia,12127082705
64872,Current Risk (FEMA High Risk),Florida,Volusia,12127082704
44610,Current Risk (FEMA High Risk),Florida,St. Lucie,12111381204
256,Current Risk (FEMA High Risk),Florida,St. Johns,12109020708
4738,Current Risk (FEMA High Risk),Florida,St. Johns,12109021209
47979,Current Risk (FEMA High Risk),Florida,St. Johns,12109021408
67260,Current Risk (FEMA High Risk),Florida,St. Johns,12109021404
70251,Current Risk (FEMA High Risk),Florida,St. Johns,12109020604
72533,Current Risk (FEMA High Risk),Florida,St. Johns,12109020200
84965,Current Risk (FEMA High Risk),Florida,St. Johns,12109020500
71524,Current Risk (FEMA High Risk),Florida,Levy,12075970400
56519,Current Risk (FEMA High Risk),Florida,Flagler,12035060302
48059,Current Risk (FEMA High Risk),Florida,Dixie,12029970201
48060,Current Risk (FEMA High Risk),Florida,Dixie,12029970202
11278,Current Risk (FEMA High Risk),Florida,Brevard,12009069903
24167,Current Risk (FEMA High Risk),Florida,Brevard,12009068101
45464,Current Risk (FEMA High Risk),Florida,Brevard,12009069300
49942,Current Risk (FEMA High Risk),Florida,Brevard,12009069904
54204,Current Risk (FEMA High Risk),Florida,Brevard,12009066900
84864,Current Risk (FEMA High Risk),Florida,Brevard,12009069400
3768,Current Risk (FEMA High Risk),Delaware,Sussex,10005051205
10058,Current Risk (FEMA High Risk),Delaware,Sussex,10005051016
12827,Current Risk (FEMA High Risk),Delaware,Sussex,10005051101
33230,Current Risk (FEMA High Risk),Delaware,Sussex,10005051204
36802,Current Risk (FEMA High Risk),Delaware,Sussex,10005051309
38236,Current Risk (FEMA High Risk),Delaware,Sussex,10005050905
39829,Current Risk (FEMA High Risk),Delaware,Sussex,10005051311
47721,Current Risk (FEMA High Risk),Delaware,Sussex,10005051308
52340,Current Risk (FEMA High Risk),Delaware,Sussex,10005051103
67140,Current Risk (FEMA High Risk),Delaware,Sussex,10005051202
72493,Current Risk (FEMA High Risk),Delaware,Sussex,10005050711
81770,Current Risk (FEMA High Risk),Delaware,Sussex,10005050103
83407,Current Risk (FEMA High Risk),Delaware,Sussex,10005051201
41034,Current Risk (FEMA High Risk),Delaware,New Castle,10003015000
73291,Current Risk (FEMA High Risk),Delaware,New Castle,10003016404
82706,Current Risk (FEMA High Risk),Delaware,New Castle,10003001902
51964,Current Risk (FEMA High Risk),Delaware,Kent,10001043202
78997,Current Risk (FEMA High Risk),California,Solano,06095252702
78563,Current Risk (FEMA High Risk),California,Santa Clara,06085504602
2834,Current Risk (FEMA High Risk),California,San Mateo,06081605100
22406,Current Risk (FEMA High Risk),California,San Mateo,06081610302
16734,Current Risk (FEMA High Risk),California,Mendocino,06045010500
23190,Current Risk (FEMA High Risk),California,Marin,06041112100
51850,Current Risk (FEMA High Risk),California,Marin,06041106001
67722,Current Risk (FEMA High Risk),California,Marin,06041121200
67723,Current Risk (FEMA High Risk),California,Marin,06041106002
69587,Current Risk (FEMA High Risk),California,Marin,06041112204
70270,Current Risk (FEMA High Risk),California,Marin,06041112202
47401,Current Risk (FEMA High Risk),California,Humboldt,06023010702
76789,Current Risk (FEMA High Risk),California,Humboldt,06023001001
78160,Current Risk (FEMA High Risk),California,Humboldt,06023000800
705,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Whatcom,53073010406
5389,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Whatcom,53073010411
40671,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Whatcom,53073010405
52106,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Whatcom,53073000201
52107,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Whatcom,53073001101
69885,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Whatcom,53073940002
77843,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Whatcom,53073010410
80864,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Whatcom,53073940001
3473,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Snohomish,53061053301
18926,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Snohomish,53061040200
18983,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Snohomish,53061052502
25675,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Snohomish,53061040700
26488,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Snohomish,53061040100
33413,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Snohomish,53061052905
37842,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Snohomish,53061053302
62772,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Snohomish,53061053201
62773,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Snohomish,53061052805
65407,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Snohomish,53061052903
66045,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Snohomish,53061052105
79055,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Snohomish,53061940001
84068,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Snohomish,53061940002
1892,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Skagit,53057952500
11966,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Skagit,53057940201
15277,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Skagit,53057940600
25885,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Skagit,53057940801
53435,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Skagit,53057940302
53436,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Skagit,53057940802
55612,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Skagit,53057950100
60348,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Skagit,53057951900
69293,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Skagit,53057952700
40672,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,San Juan,53055960302
45014,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,San Juan,53055960103
61666,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,San Juan,53055960502
71363,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,San Juan,53055960501
76477,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,San Juan,53055960301
5727,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Pierce,53053072601
34890,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Pierce,53053072602
43762,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Pierce,53053072801
45570,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Pierce,53053072410
50134,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Pierce,53053072603
53096,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Pierce,53053072909
63338,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Pierce,53053940002
69253,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Pierce,53053072504
71949,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Pierce,53053072503
34372,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Pacific,53049950502
51204,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Pacific,53049950501
51205,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Pacific,53049950801
76999,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Pacific,53049950802
7331,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Mason,53045960403
12028,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Mason,53045960302
19131,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Mason,53045961102
26232,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Mason,53045960402
30340,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Mason,53045960301
52728,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Mason,53045960201
52729,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Mason,53045960401
60301,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Mason,53045961000
60302,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Mason,53045940000
60303,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Mason,53045960500
65898,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Mason,53045961300
67463,Emerging Med. Term Risk (1 ft SLR by 2050),Washington,Mason,53045961101
